Crop,State,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield
Small millets,Uttar Pradesh,13053,672.9,1741270.2,2088.48,0.608076923
Soyabean,Uttar Pradesh,4834,672.9,644855.6,773.44,0.676428571
Sugarcane,Uttar Pradesh,2178987,672.9,290676865.8,348637.92,49.74928571
Sunflower,Uttar Pradesh,13034,672.9,1738735.6,2085.44,2.062972973
Sweet potato,Uttar Pradesh,18424,672.9,2457761.6,2947.84,13.46731343
Tobacco,Uttar Pradesh,24951,672.9,3328463.4,3992.16,5.514615385
Tobacco,Uttar Pradesh,496,672.9,66166.4,79.36,2.492222222
Turmeric,Uttar Pradesh,1368,672.9,182491.2,218.88,3.044545455
Urad,Uttar Pradesh,342102,672.9,45636406.8,54736.32,0.515294118
Urad,Uttar Pradesh,51281,672.9,6840885.4,8204.96,0.57245614
Wheat,Uttar Pradesh,9114880,672.9,1215924992,1458380.8,2.723571429
Arhar/Tur,Uttarakhand,2932,1924.3,391128.8,469.12,0.801666667
Bajra,Uttarakhand,42,1924.3,5602.8,6.72,0.95
Barley,Uttarakhand,24704,1924.3,3295513.6,3952.64,1.125384615
Dry chillies,Uttarakhand,5671,1924.3,756511.4,907.36,0.3025
Garlic,Uttarakhand,2468,1924.3,329231.2,394.88,5.487916667
Gram,Uttarakhand,756,1924.3,100850.4,120.96,0.519166667
Groundnut,Uttarakhand,1546,1924.3,206236.4,247.36,0.792
Horse-gram,Uttarakhand,9001,1924.3,1200733.4,1440.16,0.749090909
Maize,Uttarakhand,28000,1924.3,3735200,4480,1.223846154
Maize,Uttarakhand,82,1924.3,10938.8,13.12,1.636666667
Masoor,Uttarakhand,10873,1924.3,1450458.2,1739.68,0.500769231
Moong(Green Gram),Uttarakhand,8,1924.3,1067.2,1.28,0.416666667
Moong(Green Gram),Uttarakhand,14,1924.3,1867.6,2.24,0.316666667
Moth,Uttarakhand,8,1924.3,1067.2,1.28,0.38
Onion,Uttarakhand,1976,1924.3,263598.4,316.16,5.836923077
Other  Rabi pulses,Uttarakhand,93,1924.3,12406.2,14.88,0.425
Other Cereals,Uttarakhand,70087,1924.3,9349605.8,11213.92,1.128181818
Other Cereals,Uttarakhand,865,1924.3,115391,138.4,0.721666667
Other Kharif pulses,Uttarakhand,11920,1924.3,1590128,1907.2,0.753636364
Peas & beans (Pulses),Uttarakhand,3903,1924.3,520660.2,624.48,0.713076923
Potato,Uttarakhand,7539,1924.3,1005702.6,1206.24,9.379090909
Potato,Uttarakhand,6693,1924.3,892846.2,1070.88,7.861538462
Ragi,Uttarakhand,122498,1924.3,16341233.2,19599.68,1.544545455
Rapeseed &Mustard,Uttarakhand,12026,1924.3,1604268.4,1924.16,0.548461538
Rice,Uttarakhand,259805,1924.3,34657987,41568.8,1.709230769
Rice,Uttarakhand,12364,1924.3,1649357.6,1978.24,3.423333333
Sesamum,Uttarakhand,1961,1924.3,261597.4,313.76,0.243846154
Soyabean,Uttarakhand,9863,1924.3,1315724.2,1578.08,1.133333333
Sugarcane,Uttarakhand,122533,1924.3,16345902.2,19605.28,62.12857143
Sunflower,Uttarakhand,45,1924.3,6003,7.2,0.96
Tobacco,Uttarakhand,12,1924.3,1600.8,1.92,3
Turmeric,Uttarakhand,223,1924.3,29748.2,35.68,1.91
Urad,Uttarakhand,11409,1924.3,1521960.6,1825.44,0.686923077
Urad,Uttarakhand,298,1924.3,39753.2,47.68,0.63
Wheat,Uttarakhand,372919,1924.3,49747394.6,59667.04,1.673846154
other oilseeds,Uttarakhand,150,1924.3,20010,24,0.574
other oilseeds,Uttarakhand,1184,1924.3,157945.6,189.44,0.3175
Arhar/Tur,Jharkhand,17977.63,1444.7,2398215.842,2876.4208,1.472272727
Gram,Jharkhand,14932.22,1444.7,1991958.148,2389.1552,0.88
Maize,Jharkhand,76327.31,1444.7,10182063.15,12212.3696,1.367272727
Masoor,Jharkhand,4425.09,1444.7,590307.006,708.0144,0.653076923
Onion,Jharkhand,2958.96,1444.7,394725.264,473.4336,6.168947368
Potato,Jharkhand,16143.02,1444.7,2153478.868,2582.8832,7.252272727
Potato,Jharkhand,20307.19,1444.7,2708979.146,3249.1504,11.36809524
Ragi,Jharkhand,30550.12,1444.7,4075386.008,4888.0192,0.822222222
Rapeseed &Mustard,Jharkhand,7190.9,1444.7,959266.06,1150.544,0.843
Rice,Jharkhand,183323.17,1444.7,24455310.88,29331.7072,0.899047619
Rice,Jharkhand,1014731.14,1444.7,135365134.1,162356.9824,1.306363636
Sugarcane,Jharkhand,966.83,1444.7,128975.122,154.6928,42.17714286
Wheat,Jharkhand,54845.72,1444.7,7316419.048,8775.3152,1.432727273
Arhar/Tur,Bihar,28141,1197.7,4025288.64,2532.69,1.255833333
Bajra,Bihar,2960,1197.7,423398.4,266.4,1.12
Barley,Bihar,14529,1197.7,2078228.16,1307.61,1.023333333
Castor seed,Bihar,185,1197.7,26462.4,16.65,0.99
Dry chillies,Bihar,2364,1197.7,338146.56,212.76,1.227666667
Garlic,Bihar,2522,1197.7,360746.88,226.98,1.587142857
Ginger,Bihar,780,1197.7,111571.2,70.2,1.624615385
Gram,Bihar,61205,1197.7,8754763.2,5508.45,0.962352941
Groundnut,Bihar,1734,1197.7,248031.36,156.06,0.495
Jowar,Bihar,2399,1197.7,343152.96,215.91,1.063846154
Jute,Bihar,131949,1197.7,18873984.96,11875.41,8.455
Khesari,Bihar,97195,1197.7,13902772.8,8747.55,0.844054054
Linseed,Bihar,25957,1197.7,3712889.28,2336.13,0.844054054
Maize,Bihar,244993,1197.7,35043798.72,22049.37,1.592631579
Maize,Bihar,206266,1197.7,29504288.64,18563.94,3.186388889
Maize,Bihar,189214,1197.7,27065170.56,17029.26,3.203714286
Masoor,Bihar,163773,1197.7,23426089.92,14739.57,0.757105263
Mesta,Bihar,19019,1197.7,2720477.76,1711.71,8.0805
Moong(Green Gram),Bihar,8587,1197.7,1228284.48,772.83,0.674411765
Moong(Green Gram),Bihar,162664,1197.7,23267458.56,14639.76,0.639428571
Onion,Bihar,14805,1197.7,2117707.2,1332.45,8.775714286
Other  Rabi pulses,Bihar,4159,1197.7,594903.36,374.31,0.755217391
Other Kharif pulses,Bihar,1161,1197.7,166069.44,104.49,0.604210526
Peas & beans (Pulses),Bihar,23768,1197.7,3399774.72,2139.12,0.957567568
Potato,Bihar,60334,1197.7,8630175.36,5430.06,7.518157895
Potato,Bihar,91591,1197.7,13101176.64,8243.19,5.246486486
Ragi,Bihar,11435,1197.7,1635662.4,1029.15,0.782307692
Rapeseed &Mustard,Bihar,85265,1197.7,12196305.6,7673.85,0.99
Rice,Bihar,546872,1197.7,78224570.88,49218.48,1.230344828
Rice,Bihar,105526,1197.7,15094439.04,9497.34,1.641
Rice,Bihar,2842875,1197.7,406644840,255858.75,1.545789474
Safflower,Bihar,215,1197.7,30753.6,19.35,0.815
Sannhamp,Bihar,3358,1197.7,480328.32,302.22,6.622608696
Sesamum,Bihar,2298,1197.7,328705.92,206.82,0.824482759
Small millets,Bihar,7833,1197.7,1120432.32,704.97,0.765769231
Sugarcane,Bihar,111902,1197.7,16006462.08,10071.18,38.28870968
Sunflower,Bihar,22052,1197.7,3154318.08,1984.68,1.43037037
Sweet potato,Bihar,2437,1197.7,348588.48,219.33,13.83166667
Sweet potato,Bihar,1324,1197.7,189384.96,119.16,13.97842105
Turmeric,Bihar,2610,1197.7,373334.4,234.9,1.153
Urad,Bihar,21445,1197.7,3067492.8,1930.05,0.747352941
Wheat,Bihar,2158345,1197.7,308729668.8,194251.05,1.984473684
Arhar/Tur,Chhattisgarh,49185,1117.9,7035422.4,4426.65,0.562777778
Bajra,Chhattisgarh,121,1117.9,17307.84,10.89,0.3775
Bajra,Chhattisgarh,308,1117.9,44056.32,27.72,33.81733333
Barley,Chhattisgarh,3182,1117.9,455153.28,286.38,0.958571429
Castor seed,Chhattisgarh,39,1117.9,5578.56,3.51,0.218333333
Coconut ,Chhattisgarh,77,1117.9,11014.08,6.93,0
Coriander,Chhattisgarh,3035,1117.9,434126.4,273.15,0.580588235
Cotton(lint),Chhattisgarh,25,1117.9,3576,2.25,1.25
Dry chillies,Chhattisgarh,6013,1117.9,860099.52,541.17,0.508333333
Garlic,Chhattisgarh,941,1117.9,134600.64,84.69,2.917692308
Ginger,Chhattisgarh,1857,1117.9,265625.28,167.13,1.2475
Gram,Chhattisgarh,237463,1117.9,33966707.52,21371.67,0.787777778
Groundnut,Chhattisgarh,30047,1117.9,4297922.88,2704.23,1.334705882
Horse-gram,Chhattisgarh,49308,1117.9,7053016.32,4437.72,0.288888889
Horse-gram,Chhattisgarh,2273,1117.9,325129.92,204.57,0.270909091
Jowar,Chhattisgarh,5361,1117.9,766837.44,482.49,1.261111111
Khesari,Chhattisgarh,387565,1117.9,55437297.6,34880.85,0.373125
Linseed,Chhattisgarh,47594,1117.9,6807845.76,4283.46,0.2925
Maize,Chhattisgarh,99375,1117.9,14214600,8943.75,1.263888889
Masoor,Chhattisgarh,15349,1117.9,2195520.96,1381.41,0.32
Mesta,Chhattisgarh,1390,1117.9,198825.6,125.1,2.020666667
Moong(Green Gram),Chhattisgarh,9230,1117.9,1320259.2,830.7,0.252222222
Moong(Green Gram),Chhattisgarh,6972,1117.9,997274.88,627.48,0.232142857
Niger seed,Chhattisgarh,70876,1117.9,10138103.04,6378.84,0.176875
Onion,Chhattisgarh,4332,1117.9,619649.28,389.88,5.273125
Other  Rabi pulses,Chhattisgarh,2563,1117.9,366611.52,230.67,0.225625
Other Kharif pulses,Chhattisgarh,6761,1117.9,967093.44,608.49,0.233888889
Peas & beans (Pulses),Chhattisgarh,16892,1117.9,2416231.68,1520.28,0.34125
Potato,Chhattisgarh,690,1117.9,98697.6,62.1,1.342857143
Potato,Chhattisgarh,10093,1117.9,1443702.72,908.37,4.63
Ragi,Chhattisgarh,9084,1117.9,1299375.36,817.56,0.2725
Rapeseed &Mustard,Chhattisgarh,51992,1117.9,7436935.68,4679.28,0.354444444
Rice,Chhattisgarh,3928815,1117.9,561977697.6,353593.35,1.198333333
Safflower,Chhattisgarh,745,1117.9,106564.8,67.05,0.29875
Sannhamp,Chhattisgarh,1434,1117.9,205119.36,129.06,0.301176471
Sesamum,Chhattisgarh,19972,1117.9,2856794.88,1797.48,0.298333333
Small millets,Chhattisgarh,181785,1117.9,26002526.4,16360.65,0.199444444
Soyabean,Chhattisgarh,81764,1117.9,11695522.56,7358.76,1.242857143
Sugarcane,Chhattisgarh,9034,1117.9,1292223.36,813.06,2.77875
Sunflower,Chhattisgarh,4550,1117.9,650832,409.5,0.341176471
Sweet potato,Chhattisgarh,2683,1117.9,383776.32,241.47,5.593888889
Tobacco,Chhattisgarh,27,1117.9,3862.08,2.43,0.506666667
Turmeric,Chhattisgarh,875,1117.9,125160,78.75,0.975625
Urad,Chhattisgarh,106086,1117.9,15174541.44,9547.74,0.298888889
Urad,Chhattisgarh,4679,1117.9,669284.16,421.11,0.236153846
Wheat,Chhattisgarh,94834,1117.9,13565055.36,8535.06,1.15
Arhar/Tur,Gujarat,266100,746.1,38062944,23949,0.97
Bajra,Gujarat,528700,746.1,75625248,47583,1.25952381
Bajra,Gujarat,174600,746.1,24974784,15714,2.4865
Banana,Gujarat,28200,746.1,4033728,2538,72.95916667
Castor seed,Gujarat,433900,746.1,62065056,39051,2.020434783
Cotton(lint),Gujarat,2353600,746.1,336658944,211824,3.120434783
Dry chillies,Gujarat,7400,746.1,1058496,666,0.96
Garlic,Gujarat,33900,746.1,4849056,3051,5.214
Gram,Gujarat,175400,746.1,25089216,15786,1.006923077
Groundnut,Gujarat,1795400,746.1,256814016,161586,1.3696
Groundnut,Gujarat,112000,746.1,16020480,10080,1.8025
Guar seed,Gujarat,150400,746.1,21513216,13536,0.506666667
Jowar,Gujarat,124200,746.1,17765568,11178,1.2955
Jowar,Gujarat,50000,746.1,7152000,4500,0.9475
Maize,Gujarat,418900,746.1,59919456,37701,1.478333333
Moong(Green Gram),Gujarat,162000,746.1,23172480,14580,0.454
Moth,Gujarat,47000,746.1,6722880,4230,0.321875
Onion,Gujarat,54400,746.1,7781376,4896,26.605
Other  Rabi pulses,Gujarat,12000,746.1,1716480,1080,0.740714286
Other Cereals,Gujarat,12600,746.1,1802304,1134,0.64
Other Cereals,Gujarat,31900,746.1,4562976,2871,1.185
Other Kharif pulses,Gujarat,26000,746.1,3719040,2340,0.594285714
Potato,Gujarat,55800,746.1,7981632,5022,20.86636364
Ragi,Gujarat,19400,746.1,2774976,1746,1.0925
Rapeseed &Mustard,Gujarat,293900,746.1,42039456,26451,1.115
Rice,Gujarat,722100,746.1,103289184,64989,1.615294118
Rice,Gujarat,25200,746.1,3604608,2268,2.921111111
Sesamum,Gujarat,238500,746.1,34115040,21465,0.342857143
Sugarcane,Gujarat,221300,746.1,31654752,19917,70.62176471
Tobacco,Gujarat,49200,746.1,7037568,4428,1.37875
Urad,Gujarat,95500,746.1,13660320,8595,0.6692
Wheat,Gujarat,1091400,746.1,156113856,98226,2.349615385
Arhar/Tur,Haryana,33431,715.6,4781970.24,3008.79,0.73
Bajra,Haryana,612934,715.6,87674079.36,55164.06,1.94
Barley,Haryana,53028,715.6,7585125.12,4772.52,2.301428571
Castor seed,Haryana,1823,715.6,260761.92,164.07,0.8775
Coriander,Haryana,398,715.6,56929.92,35.82,0.28625
Cotton(lint),Haryana,456086,715.6,65238541.44,41047.74,1.7835
Dry chillies,Haryana,1613,715.6,230723.52,145.17,7.445625
Garlic,Haryana,492,715.6,70375.68,44.28,2.916666667
Gram,Haryana,123563,715.6,17674451.52,11120.67,0.617
Groundnut,Haryana,1544,715.6,220853.76,138.96,0.678333333
Horse-gram,Haryana,520,715.6,74380.8,46.8,0.2725
Jowar,Haryana,86595,715.6,12386548.8,7793.55,0.497857143
Maize,Haryana,11769,715.6,1683437.76,1059.21,1.152222222
Masoor,Haryana,4858,715.6,694888.32,437.22,0.639285714
Moong(Green Gram),Haryana,14380,715.6,2056915.2,1294.2,0.197777778
Moth,Haryana,3133,715.6,448144.32,281.97,0.154285714
Onion,Haryana,2492,715.6,356455.68,224.28,178.6530769
Peas & beans (Pulses),Haryana,869,715.6,124301.76,78.21,0.553636364
Potato,Haryana,11938,715.6,1707611.52,1074.42,19.08769231
Rapeseed &Mustard,Haryana,513982,715.6,73519985.28,46258.38,1.947619048
Rice,Haryana,1211149,715.6,173242753,109003.41,2.569
Sannhamp,Haryana,238,715.6,34043.52,21.42,0.146363636
Sesamum,Haryana,3644,715.6,521237.76,327.96,0.157
Sugarcane,Haryana,90941,715.6,13008200.64,8184.69,49.621
Sunflower,Haryana,6544,715.6,936053.76,588.96,1.646666667
Sweet potato,Haryana,83,715.6,11872.32,7.47,12.0625
Turmeric,Haryana,51,715.6,7295.04,4.59,5.2725
Urad,Haryana,2580,715.6,369043.2,232.2,0.258181818
Wheat,Haryana,2461420,715.6,352081516.8,221527.8,4.437142857
Arhar/Tur,Himachal Pradesh,15,1357.1,2145.6,1.35,0.193333333
Bajra,Himachal Pradesh,203,1357.1,29037.12,18.27,0.622
Barley,Himachal Pradesh,22601,1357.1,3232847.04,2034.09,0.923636364
Coriander,Himachal Pradesh,136,1357.1,19453.44,12.24,0.165714286
Cotton(lint),Himachal Pradesh,45,1357.1,6436.8,4.05,0.48
Dry chillies,Himachal Pradesh,640,1357.1,91545.6,57.6,0.266
Garlic,Himachal Pradesh,4036,1357.1,577309.44,363.24,0.527777778
Gram,Himachal Pradesh,728,1357.1,104133.12,65.52,0.324444444
Groundnut,Himachal Pradesh,81,1357.1,11586.24,7.29,0.91
Horse-gram,Himachal Pradesh,2238,1357.1,320123.52,201.42,0.349
Linseed,Himachal Pradesh,695,1357.1,99412.8,62.55,0.165
Maize,Himachal Pradesh,297718,1357.1,42585582.72,26794.62,2.304166667
Masoor,Himachal Pradesh,661,1357.1,94549.44,59.49,0.468888889
Moong(Green Gram),Himachal Pradesh,109,1357.1,15591.36,9.81,0.32
Moth,Himachal Pradesh,23,1357.1,3289.92,2.07,0.206666667
Onion,Himachal Pradesh,776,1357.1,110999.04,69.84,5.795
Other Kharif pulses,Himachal Pradesh,2152,1357.1,307822.08,193.68,0.358333333
Peas & beans (Pulses),Himachal Pradesh,887,1357.1,126876.48,79.83,1.17
Peas & beans (Pulses),Himachal Pradesh,8395,1357.1,1200820.8,755.55,1.122727273
Potato,Himachal Pradesh,7954,1357.1,1137740.16,715.86,11.051
Potato,Himachal Pradesh,3889,1357.1,556282.56,350.01,4.299
Ragi,Himachal Pradesh,2273,1357.1,325129.92,204.57,0.958571429
Rapeseed &Mustard,Himachal Pradesh,8883,1357.1,1270624.32,799.47,0.32
Rice,Himachal Pradesh,77709,1357.1,11115495.36,6993.81,1.6
Sannhamp,Himachal Pradesh,6,1357.1,858.24,0.54,0.1
Sesamum,Himachal Pradesh,3307,1357.1,473033.28,297.63,0.335555556
Small millets,Himachal Pradesh,5890,1357.1,842505.6,530.1,0.677142857
Soyabean,Himachal Pradesh,738,1357.1,105563.52,66.42,1.577142857
Sugarcane,Himachal Pradesh,2338,1357.1,334427.52,210.42,15.18142857
Turmeric,Himachal Pradesh,208,1357.1,29752.32,18.72,0.54875
Urad,Himachal Pradesh,10637,1357.1,1521516.48,957.33,0.517272727
Wheat,Himachal Pradesh,359961,1357.1,51488821.44,32396.49,1.080833333
Arhar/Tur,Madhya Pradesh,306161,895,43793269.44,27554.49,0.712
Bajra,Madhya Pradesh,187954,895,26884940.16,16915.86,1.122
Banana,Madhya Pradesh,7847,895,1122434.88,706.23,33.19923077
Barley,Madhya Pradesh,77326,895,11060711.04,6959.34,1.566410256
Castor seed,Madhya Pradesh,1420,895,203116.8,127.8,0.293125
Coriander,Madhya Pradesh,141394,895,20224997.76,12725.46,0.348297872
Cotton(lint),Madhya Pradesh,612277,895,87580102.08,55104.93,0.199047619
Garlic,Madhya Pradesh,49080,895,7020403.2,4417.2,3.0538
Gram,Madhya Pradesh,2869006,895,410382618.2,258210.54,0.9016
Groundnut,Madhya Pradesh,202277,895,28933702.08,18204.93,0.997291667
Horse-gram,Madhya Pradesh,23676,895,3386615.04,2130.84,0.323846154
Horse-gram,Madhya Pradesh,193,895,27606.72,17.37,0.28
Jowar,Madhya Pradesh,482926,895,69077735.04,43463.34,1.2454
Jowar,Madhya Pradesh,2641,895,377768.64,237.69,1.74
Khesari,Madhya Pradesh,51566,895,7376000.64,4640.94,0.672413793
Linseed,Madhya Pradesh,108748,895,15555313.92,9787.32,0.622340426
Maize,Madhya Pradesh,826722,895,118254314.9,74404.98,1.2356
Masoor,Madhya Pradesh,529690,895,75766857.6,47672.1,0.46787234
Niger seed,Madhya Pradesh,100298,895,14346625.92,9026.82,0.239230769
Onion,Madhya Pradesh,40146,895,5742483.84,3613.14,12.0858
Peas & beans (Pulses),Madhya Pradesh,202535,895,28970606.4,18228.15,0.4734
Potato,Madhya Pradesh,56301,895,8053295.04,5067.09,11.0325
Ragi,Madhya Pradesh,444,895,63509.76,39.96,0.224
Rapeseed &Mustard,Madhya Pradesh,756292,895,108180007.7,68066.28,0.796458333
Rice,Madhya Pradesh,1706557,895,244105913.3,153590.13,0.911020408
Safflower,Madhya Pradesh,260,895,37190.4,23.4,0.227142857
Sannhamp,Madhya Pradesh,4427,895,633238.08,398.43,0.370454545
Sesamum,Madhya Pradesh,243804,895,34873724.16,21942.36,0.4182
Small millets,Madhya Pradesh,295734,895,42301791.36,26616.06,0.287777778
Soyabean,Madhya Pradesh,5281337,895,755442444.5,475320.33,0.978163265
Sugarcane,Madhya Pradesh,53704,895,7681820.16,4833.36,31.97541667
Sunflower,Madhya Pradesh,395,895,56500.8,35.55,0.358461538
Sweet potato,Madhya Pradesh,3584,895,512655.36,322.56,5.977446809
Tobacco,Madhya Pradesh,229,895,32756.16,20.61,0.52
Turmeric,Madhya Pradesh,657,895,93977.28,59.13,0.978965517
Urad,Madhya Pradesh,514530,895,73598371.2,46307.7,0.3522
Urad,Madhya Pradesh,5998,895,857953.92,539.82,0.226470588
Wheat,Madhya Pradesh,3997666,895,571826144.6,359789.94,1.764
Arhar/Tur,Maharashtra,1008500,1052.8,144255840,90765,0.5575
Bajra,Maharashtra,865400,1052.8,123786816,77886,0.642727273
Castor seed,Maharashtra,10800,1052.8,1544832,972,0.254
Cotton(lint),Maharashtra,3146000,1052.8,450003840,283140,1.516296296
Gram,Maharashtra,1143300,1052.8,163537632,102897,0.66483871
Groundnut,Maharashtra,253600,1052.8,36274944,22824,0.7352
Groundnut,Maharashtra,63600,1052.8,9097344,5724,1.39483871
Jowar,Maharashtra,847300,1052.8,121197792,76257,1.185384615
Jowar,Maharashtra,3223900,1052.8,461146656,290151,0.8396
Linseed,Maharashtra,38200,1052.8,5464128,3438,0.263333333
Maize,Maharashtra,550100,1052.8,78686304,49509,1.992222222
Maize,Maharashtra,85900,1052.8,12287136,7731,2.3832
Maize,Maharashtra,9500,1052.8,1358880,855,1.381
Moong(Green Gram),Maharashtra,426600,1052.8,61020864,38394,0.391818182
Niger seed,Maharashtra,38000,1052.8,5435520,3420,0.446666667
Other  Rabi pulses,Maharashtra,102100,1052.8,14604384,9189,0.41
Other Kharif pulses,Maharashtra,88000,1052.8,12587520,7920,0.323548387
Ragi,Maharashtra,125500,1052.8,17951520,11295,0.921666667
Rapeseed &Mustard,Maharashtra,6200,1052.8,886848,558,0.426190476
Rice,Maharashtra,1499500,1052.8,214488480,134955,1.170740741
Rice,Maharashtra,22000,1052.8,3146880,1980,2.421111111
Safflower,Maharashtra,185700,1052.8,26562528,16713,0.5495
Sesamum,Maharashtra,54100,1052.8,7738464,4869,0.47125
Sesamum,Maharashtra,1700,1052.8,243168,153,0.643333333
Small millets,Maharashtra,68300,1052.8,9769632,6147,0.457586207
Small millets,Maharashtra,5100,1052.8,729504,459,0.618
Soyabean,Maharashtra,3063200,1052.8,438160128,275688,0.890714286
Sugarcane,Maharashtra,768400,1052.8,109911936,69156,65.53407407
Sunflower,Maharashtra,110800,1052.8,15848832,9972,0.565714286
Sunflower,Maharashtra,146900,1052.8,21012576,13221,0.647083333
Sunflower,Maharashtra,5800,1052.8,829632,522,1.05
Urad,Maharashtra,323900,1052.8,46330656,29151,0.461515152
Wheat,Maharashtra,1021800,1052.8,146158272,91962,1.431666667
Arhar/Tur,Manipur,525,1134.8,75096,47.25,1.135555556
Banana,Manipur,4991,1134.8,713912.64,449.19,12.91
Cowpea(Lobia),Manipur,948,1134.8,135601.92,85.32,1.128888889
Dry chillies,Manipur,7962,1134.8,1138884.48,716.58,7.482222222
Ginger,Manipur,2098,1134.8,300097.92,188.82,11.79555556
Gram,Manipur,548,1134.8,78385.92,49.32,0.845555556
Groundnut,Manipur,3217,1134.8,460159.68,289.53,0.73
Maize,Manipur,17980,1134.8,2571859.2,1618.2,1.724444444
Maize,Manipur,2250,1134.8,321840,202.5,1.467777778
Masoor,Manipur,455,1134.8,65083.2,40.95,0.836666667
Moong(Green Gram),Manipur,431,1134.8,61650.24,38.79,1.133333333
Other  Rabi pulses,Manipur,4805,1134.8,687307.2,432.45,0.83
Other Kharif pulses,Manipur,1309,1134.8,187239.36,117.81,1.134444444
Peas & beans (Pulses),Manipur,15492,1134.8,2215975.68,1394.28,0.842222222
Potato,Manipur,13000,1134.8,1859520,1170,8.165555556
Rapeseed &Mustard,Manipur,26000,1134.8,3719040,2340,0.78
Rice,Manipur,210990,1134.8,30180009.6,18989.1,2.134444444
Soyabean,Manipur,4983,1134.8,712768.32,448.47,0.743333333
Sugarcane,Manipur,5150,1134.8,736656,463.5,59.26444444
Turmeric,Manipur,834,1134.8,119295.36,75.06,11.77666667
Urad,Manipur,1487,1134.8,212700.48,133.83,1.135555556
Wheat,Manipur,2050,1134.8,293232,184.5,2.495
Arhar/Tur,Nagaland,3160,1540.9,452006.4,284.4,0.951818182
Cardamom,Nagaland,800,1540.9,114432,72,0.35875
Cotton(lint),Nagaland,110,1540.9,15734.4,9.9,0.53
Dry chillies,Nagaland,2500,1540.9,357600,225,1.258181818
Ginger,Nagaland,4400,1540.9,629376,396,9.490909091
Gram,Nagaland,250,1540.9,35760,22.5,0.855
Groundnut,Nagaland,740,1540.9,105849.6,66.6,0.964
Jowar,Nagaland,140,1540.9,20025.6,12.6,0.874
Jute,Nagaland,2500,1540.9,357600,225,1.916
Linseed,Nagaland,5670,1540.9,811036.8,510.3,0.739090909
Maize,Nagaland,63200,1540.9,9040128,5688,1.802727273
Maize,Nagaland,1200,1540.9,171648,108,1.91
Masoor,Nagaland,1260,1540.9,180230.4,113.4,0.705
Moong(Green Gram),Nagaland,400,1540.9,57216,36,0.5625
Other  Rabi pulses,Nagaland,1120,1540.9,160204.8,100.8,0.623333333
Other Kharif pulses,Nagaland,1400,1540.9,200256,126,0.878181818
Peas & beans (Pulses),Nagaland,2140,1540.9,306105.6,192.6,1.39
Peas & beans (Pulses),Nagaland,6420,1540.9,918316.8,577.8,1.356363636
Potato,Nagaland,2910,1540.9,416246.4,261.9,12.38272727
Potato,Nagaland,2700,1540.9,386208,243,12.29
Rapeseed &Mustard,Nagaland,26620,1540.9,3807724.8,2395.8,0.995454545
Rice,Nagaland,173100,1540.9,24760224,15579,1.964545455
Sesamum,Nagaland,4800,1540.9,686592,432,0.575454545
Small millets,Nagaland,11920,1540.9,1705036.8,1072.8,0.943333333
Soyabean,Nagaland,24470,1540.9,3500188.8,2202.3,1.511818182
Sugarcane,Nagaland,4320,1540.9,617932.8,388.8,43.01454545
Sunflower,Nagaland,300,1540.9,42912,27,0.797
Tapioca,Nagaland,1600,1540.9,228864,144,23.06
Turmeric,Nagaland,800,1540.9,114432,72,4.312727273
Urad,Nagaland,260,1540.9,37190.4,23.4,0.714
Wheat,Nagaland,1380,1540.9,197395.2,124.2,1.502222222
Arhar/Tur,Punjab,5900,691.3,843936,531,0.965
Bajra,Punjab,5000,691.3,715200,450,1
